,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,Level of Engagement,class
122,1895,1895,DogBlud,2023-03-29 11:58:09+00:00,17210,8343,55,33,719693.0,"This is a 'no seriously, call your fucking representatives' bill, guys. And it's extremely important to actually call, even if it's challenging.

Phone calls are all these old assholes take seriously.",25641,2
123,10762,10762,kchartsmaster,2023-03-31 07:24:42+00:00,18878,5766,329,373,436684.0,"""ME"" by JISOO of @BLACKPINK breaks the record for the highest 1st day of sales by a female soloist on Hanteo history (852,873 copies). https://t.co/rC5bb4tmcs",25346,2
124,73,73,ClayTravis,2023-03-28 21:19:54+00:00,19411,2931,2225,541,2198429.0,"Sunny Hostin, one of the idiots on The View, says she has no issue with China keeping Muslims in concentration camps because lots of blacks people are in jail in America. The View is truly the dumbest show in America. https://t.co/QfhMiCttxS",25108,0
125,9998,9998,kevinvdahlgren,2023-03-24 21:14:08+00:00,16496,6853,295,1126,5766504.0,*Trigger warning* I met a homeless woman who told me she has been raped “many times” on the streets. She said they come to her tent at night and “take turns”.  She has called the police but stopped trying when the rapes continued. She doesn’t know if all the men that assault her https://t.co/D2QgNISkTE,24770,2
126,2605,2605,kevinvdahlgren,2023-03-24 21:14:08+00:00,16496,6853,295,1126,5766231.0,*Trigger warning* I met a homeless woman who told me she has been raped “many times” on the streets. She said they come to her tent at night and “take turns”.  She has called the police but stopped trying when the rapes continued. She doesn’t know if all the men that assault her https://t.co/D2QgNISkTE,24770,2
127,8080,8080,DC_Draino,2023-03-31 19:27:57+00:00,17810,5246,625,196,605052.0,“Privilege” is having a Trans terrorist shoot little kids in a Christian school and then getting a new Trans holiday created by the White House 4 days later,23877,2
128,6973,6973,evemmore,2023-03-28 00:31:54+00:00,21848,1856,14,139,443281.0,Legalise it (marriage) is so fucking funny… not a thought behind those eyes just passion for gay rights https://t.co/w6h6RP1Pfg,23857,0
129,3513,3513,davidhogg111,2023-03-31 23:24:06+00:00,14478,3197,5664,391,514681.0,I’m so fucking angry and tired of this bullshit it’s time to remind these fuckers they work for us not the NRA or the gun industry. Rally on you college campus this Tuesday to demand stronger gun laws from your state legislature- especially if your school is near a state capitol https://t.co/umy9ReNf1E,23730,0
130,10635,10635,PJM_vocal,2023-03-30 10:49:01+00:00,19095,4438,27,128,177979.0,JIMIN DOING HIS LIKE CRAZY MIRROR DANCE WITH BOTH MALE &amp; FEMALE DANCER !! HE IS THE COOLEST https://t.co/RzQDih4PGA,23688,2
131,3253,3253,ScootMcGavinJr,2023-03-31 05:41:43+00:00,21091,1896,193,507,1922107.0,@btb_savage Robber seeing buddy in Hell at the orientation… https://t.co/v1O3TwHmgy,23687,2
132,5030,5030,realstewpeters,2023-03-30 04:02:06+00:00,13493,5822,3542,776,2147327.0,"The war on Whites continues to rage against White babies. 

Ole Yeller treatment. https://t.co/8BjQnPlagM",23633,0
133,2986,2986,gum_mp3,2023-03-26 18:12:40+00:00,21789,1687,44,109,558544.0,my cat lost a fight and came home all scarred up my dad said to him “nigga do u want a gun?”,23629,1
134,935,935,JonaeLorin,2023-03-27 19:06:18+00:00,17716,3658,199,1820,1299896.0,You a strong bitch if you like a nigga with a baby mom😭😭😭,23393,1
135,9188,9188,JonaeLorin,2023-03-27 19:06:18+00:00,17716,3658,199,1820,1299786.0,You a strong bitch if you like a nigga with a baby mom😭😭😭,23393,1
136,10676,10676,chartdata,2023-03-31 15:27:05+00:00,17606,4400,680,702,755518.0,"#JISOO of @BLACKPINK's 'ME' earns the highest first day sales for an album by a female soloist in Hanteo history, with 876K sold. https://t.co/0zSnYklegt",23388,2
137,3821,3821,shaunicechrist,2023-03-29 16:02:20+00:00,16144,4461,239,2217,1339968.0,How I expect my nigga and his friends to link up every time we get into it: https://t.co/6bl2mmfJ31,23061,0
138,10914,10914,Rainmaker1973,2023-03-27 14:53:51+00:00,18707,2456,589,807,2392036.0,"Gloster canaries were bred from other canaries in the early 1920s to have a flat, bowl-cut appearance to the feathers on the top of their heads, as well as a smaller size vs other canaries

[more: https://t.co/7eekYZKKzt]
[📹 https://t.co/0sDlnQRLWk]
https://t.co/da5akEDN5D",22559,2
139,9830,9830,highendhomo,2023-03-29 16:07:18+00:00,18844,1156,214,2208,3044366.0,jacob elordi with his bottega amdiamo bag in los angeles yesterday https://t.co/xMlsfJKa6l,22422,2
140,3521,3521,kaceytron,2023-03-30 18:00:42+00:00,20480,1492,295,113,904705.0,"People always say the easy way to get viewers is be a hot woman…

No, the easy way to get viewers is be a braindead hateful man who hates women and LGBTQ+ people

The shit these AWFUL men get away with is ridiculous, I was held 1000x more accountable for wearing a fucking v-neck https://t.co/b5QigymCSF",22380,1
141,11591,11591,DaytrippingRed,2023-03-24 14:00:53+00:00,20891,1309,118,47,2312771.0,"“Anything nice planned for the international break Simon?”

“Yeah I’m heading away with my mate Thomas  to make sure he doesn’t rape anyone mate, should be a nice trip, looking forward to it”",22365,2
142,2829,2829,goddeketal,2023-03-29 21:21:00+00:00,18061,3016,1024,138,902799.0,"Hey @HowardStern, do you remember when you wanted to force people to get vaccinated and said 'Fuck ’em, fuck their freedom'? I do too... https://t.co/dYAB4c2I24",22239,1
143,8794,8794,yabaleftonline,2023-03-30 11:22:45+00:00,20468,1353,170,27,587711.0,"""I am married"" – Davido confirms his marriage to Chioma https://t.co/j9xl1Ib14M",22018,2
144,4054,4054,tylerthecreator,2023-03-31 21:50:34+00:00,18840,2789,119,173,1679102.0,"this is especially for those doing things for the approval of their parents, fuck themmmm do you for you",21921,1
145,2978,2978,oohzadgaf,2023-03-28 15:00:07+00:00,19717,1779,151,260,1932915.0,I’m not dating no nigga that got a picture of him kissin another bitch feet on the innanet 😭😭😭🤣🤣🤣,21907,1
146,3516,3516,itsJeffTiedrich,2023-03-31 16:18:16+00:00,17913,2474,1398,90,347487.0,"holy fucking shit, the 'lock her up' crowd is melting straight the fuck down and throwing a twenty-megaton shit-fit because it turns out that Dear Leader is actually a shitty criminal who is days away from being handcuffed in front of the world. boo fucking hoo, crybabies",21875,1
147,3243,3243,21savage,2023-03-30 11:48:47+00:00,15656,5326,180,358,1170999.0,Sometimes having a good heart is a bad trait,21520,2
148,338,338,MikeO_TrashLife,2023-03-24 04:40:47+00:00,18338,1915,387,878,1904132.0,Not with the baby in the car…🤦🏽‍♂️🫣😨 https://t.co/vxPdw5LBU1,21518,2
149,5907,5907,visegrad24,2023-03-27 04:18:46+00:00,16430,3823,956,247,1075245.0,"Ukrainian fencers trying to take a picture with a banner of killed Ukrainian athletes during the Fencing World Cup in Ninjang.

The organizers stopped them. 

Russian athletes should be banned from the 2024 Paris Olympics.  https://t.co/7MmPttBf67",21456,2
150,2980,2980,jacksaint101,2023-03-29 21:30:06+00:00,16322,4408,204,350,2531175.0,You can tell a nigga don’t get hoes by how he allows women he finds attractive to disrespect him &amp; he just accepts it.,21284,1
151,9741,9741,ryuminating,2023-03-31 09:11:32+00:00,16676,4146,48,316,288397.0,"👩‍🦰 How did you come to call the album ""Face""?
🐥 The word ""Face"" has the meaning of your ""face"", but it can also mean ""to confront"" and I was doing that in this album, so it felt right.
👨 We see that you wore all black. We wore purple and white for you. 

https://t.co/Lt7RBOTeao https://t.co/oywdSl34mU",21186,2
152,5653,5653,ryuminating,2023-03-31 09:11:32+00:00,16675,4146,48,316,288339.0,"👩‍🦰 How did you come to call the album ""Face""?
🐥 The word ""Face"" has the meaning of your ""face"", but it can also mean ""to confront"" and I was doing that in this album, so it felt right.
👨 We see that you wore all black. We wore purple and white for you. 

https://t.co/Lt7RBOTeao https://t.co/oywdSl34mU",21185,2
153,3831,3831,_benjvmins_,2023-03-24 18:24:52+00:00,18612,2241,79,184,1023205.0,"if a nigga threaten to rape and kill me, and then get his weird ass homeboys to leak my address… imma do worse than call that ho a bullet bag. i can tell you THAT",21116,0
154,11238,11238,JoyceWhiteVance,2023-03-31 01:44:10+00:00,14463,4828,1070,213,366528.0,"Lots going on here. It's empty posturing since Trump's lawyers said he'll turn in. But the appeal to antisemitism, the Soros reference, should give every Jewish voter &amp; anyone concerned about hate reason to reject DeSantis. Believe them when they show you who they are. https://t.co/jqVPY5i44i",20574,2
155,11227,11227,JDVance1,2023-03-30 22:11:12+00:00,13386,3022,3365,353,2258318.0,A week ago a video circulated of a lunatic harassing a family on a New York subway. He hurled racial slurs (the family was white) and threatened them. Alvin Bragg thinks that man should walk free and Donald Trump should go to jail for a fake misdemeanor. It’s despicable.,20126,2
156,2618,2618,DarkEden21,2023-03-28 09:21:44+00:00,18789,951,202,128,513173.0,"""HELLO EVERYONE I RAPED A CORPSE"" https://t.co/Odo8rqyZmL",20070,2
157,616,616,Esqueer_,2023-03-28 12:45:21+00:00,16401,3082,287,66,388461.0,"When hundreds of white men commit mass shootings, it's a ""societal problem,"" but when one trans person commits a mass shooting, it's a ""trans problem,"" 

The actual problem is this that this country is unable to do anything at all to stop gun violence.",19836,0
158,10777,10777,kchartsmaster,2023-03-31 00:39:40+00:00,14828,4532,188,220,301731.0,"""ME"" by JISOO of @BLACKPINK has recorded 1.3 million pre-orders. 

The highest pre-ordered album by a Korean female soloist in history. https://t.co/TYhEdALPrM",19768,2
159,337,337,alhajinuell,2023-03-27 08:09:02+00:00,14695,3109,1202,717,1020963.0,Y’all played PES with this and had fun then woke one day and say PES is trash 🤦‍♂️ https://t.co/HT41N8IUlZ,19723,2
160,7757,7757,SaeedDiCaprio,2023-03-30 14:07:44+00:00,18687,602,37,34,281357.0,it was never about health some of you literally just hate fat ppl I’m being so serious,19360,2
161,3305,3305,bxrrylol,2023-03-31 05:36:33+00:00,18655,500,56,79,1252161.0,@btb_savage bros ops does same day delivery 💀,19290,2
162,2055,2055,JoJoFromJerz,2023-03-25 14:40:16+00:00,11214,1730,5820,496,1327667.0,"A whole bunch of aggrieved, racist, conspiracy theorizing white people wearing star spangled Snuggie’s and all manner of MAGA merch are currently assembled in Waco Texas on what is the 30th anniversary of the siege of David Koresh’s compound, and they are https://t.co/cJboAxjYfx…",19260,2
163,3252,3252,bIoodfountain,2023-03-31 06:35:02+00:00,16218,1971,224,826,2018383.0,@btb_savage They wasted no time https://t.co/ScsKJnwlP3,19239,2
164,9988,9988,LailaMickelwait,2023-03-23 19:48:28+00:00,12684,4995,540,374,2125664.0,"Imagine if your 15 year old daughter was missing for a year and you found her being raped for profit in 58 videos on P*rnhub because you were tipped off by someone who recognized her….

That happened.

#Traffickinghub https://t.co/TdNY12EgLa",18593,2
165,10211,10211,LailaMickelwait,2023-03-23 19:48:28+00:00,12684,4995,540,374,2125664.0,"Imagine if your 15 year old daughter was missing for a year and you found her being raped for profit in 58 videos on P*rnhub because you were tipped off by someone who recognized her….

That happened.

#Traffickinghub https://t.co/TdNY12EgLa",18593,2
166,2602,2602,LailaMickelwait,2023-03-23 19:48:28+00:00,12682,4994,540,374,2125565.0,"Imagine if your 15 year old daughter was missing for a year and you found her being raped for profit in 58 videos on P*rnhub because you were tipped off by someone who recognized her….

That happened.

#Traffickinghub https://t.co/TdNY12EgLa",18590,2
167,10654,10654,PopBase,2023-03-31 08:02:41+00:00,14197,3940,322,125,347943.0,"‘ME’ by Jisoo has already earned the biggest first day debut in Hanteo history by a female soloist with over 850k copies sold.

It also ranks as the second biggest debut overall by a female act, only behind ‘BORN PINK’ by BLACKPINK. https://t.co/TiGpl8zRlc",18584,2
168,2604,2604,AshwiniSahaya,2023-03-24 04:02:27+00:00,11095,7083,187,172,458854.0,"Most of you might have forgotten about the 1992 Ajmer Rape and Blackmail Scandal. 

Victims: more than 250 girls of age group 11-20. 

Girls as young as 11 years old were blackmailed, raped and tortured. Those screams, and helplessness of these girls mostly from Hindu families https://t.co/cczIjkaxO4",18537,2
169,9990,9990,AshwiniSahaya,2023-03-24 04:02:27+00:00,11095,7083,187,172,458872.0,"Most of you might have forgotten about the 1992 Ajmer Rape and Blackmail Scandal. 

Victims: more than 250 girls of age group 11-20. 

Girls as young as 11 years old were blackmailed, raped and tortured. Those screams, and helplessness of these girls mostly from Hindu families https://t.co/cczIjkaxO4",18537,2
170,4351,4351,itsJeffTiedrich,2023-03-31 13:28:48+00:00,14518,2695,1108,93,264470.0,"your reminder that every Democrat believes that if Hunter Biden broke the law, he should be punished, and every Republican believes that Donald Trump should be above the law. look at them, they're all out there proving it right now",18414,2
171,9491,9491,FLOTUS,2023-03-31 13:29:31+00:00,14080,2004,1971,271,1065474.0,"For César E. Chávez, faith and love were at the root of his actions to improve the lives of farmworkers.
 
Today, with the help of his granddaughter Julie Chávez Rodriguez, the César Chávez Rose will bloom in the White House Rose Garden, serving as a reminder of his legacy. https://t.co/ajI9cKrpD9",18326,2
